Date Posted,Text,Region,Origin,Fact_checked_by,Poynter_Label,Binary Label
2020-04-06, italians pull down eu flags and replacing them with russian and chinese flags because of russia and china helping them fight the coronavirus epidemic ,Europe, Media, Faktograf,false,0
2020-04-06, a picture shows the new covid19 cure invented in france ,Europe, Many social media platforms, Faktograf,false,0
2020-04-06, claim saying bill gates has said microchips will be mandatory for travelling after covid19 ,Europe, Facebook, Re,false,0
2020-04-06,airbnb hosts defy lockdown laws with covid19 retreats ,Europe,BBC News (UK),,true,1
2020-04-06,new report is the first to look at covid19 illness in kids in the us among more than 2500 cases of covid19 in children in the us three children reportedly died ,United States,CDC,,true,1
2020-04-06,coronavirus video games add stay at home covid19 adverts ,Europe,BBC News (UK),,true,1
2020-04-06, this map shows the dates of the end of lockdown in france region by region ,Europe, People on Facebook & Twitter, Les Dcodeurs,false,0
2020-04-06, people burn candles on top of their heads after pm modis nationwide appeal to light a candle on 4520 at 9 pm ,India," Facebook, Twitter", FactCrescendo,false,0
2020-04-06, this map shows when different parts of france will get out of confinement ,Europe," Twitter, Facebook", CheckNews,false,0
2020-04-06, image of indian police officer beating street children for not abiding the lockdown ,India," Facebook, Twitter", FactCrescendo,false,0
2020-04-06, a muslim police officer is beating up a temple priest for breaking lockdown orders in india ,India, Facebook, BOOM FactCheck,false,0
2020-04-06, a report from the georgia institute of technology links 5g to the immune system and coronavirus ,Europe, Website, Open,false,0
2020-04-06, a facebook post states that inps the national public retirement fund will provide italian students with a 600 euros permonth check for every month they are not allowed to go to school because of covid19 ,Europe, Facebook User, Facta,false,0
2020-04-06, image of deers roaming in pudukkottai tamil nadu ,India," Facebook, Twitter", FactCrescendo,false,0
2020-04-06, muslim man in dehradun spitting to spread coronavirus ,India, Facebook/Twitter/WhatsApp, FactCrescendo,false,0
2020-04-06, the gandhi siblings priyanka and rahul broke down the lockdown enforced in india and were roaming around ,India, Facebook, BOOM FactCheck,false,0
2020-04-06, the government of andhra pradesh has made kanipakam temple a quarantine center for coronavirus suspects ,India, Social Media, Factly,false,0
2020-04-06, who has issued guidelines on how to implement lockdown in the country as per those guidelines after april 14 lockdown in india will be relaxed for 5 days and will be reimposed ,India, Social Media, Factly,false,0
2020-04-06, lockdown in telangana extended till 3 june 2020 ,India, Social Media, Factly,false,0
2020-04-06, in india the congress presidents approval is required to use funds from pmnrf ,India, Social Media, Factly,false,0
2020-04-06, owing to india lighting diyas on april 5 a satellite captured india as illuminated while the world was in darkness ,India, All social media, BOOM FactCheck,false,0
2020-04-06, video of a delivery boy spitting on the slices of bread by opening the packets in the truck and resealing them for sale to spread coronavirus ,India, Social Media, Factly,false,0
2020-04-06, image of kerala cm pinarayi vijayan following pm modis appeal to light lamp on 5th april 2020 ,India, Facebook, FactCrescendo,false,0
2020-04-06, images of the public beating police officers enforcing lockdown in the indian state of up ,India, Facebook, FactCrescendo,false,0
2020-04-06, video of whales spotted near bombay high ,India, Facebook, FactCrescendo,false,0
2020-04-06, a video of fire is shared with the claim that a fire erupted at solapur airport in maharashtra state due to firecrackers on 4520 at 9pm ,India," Facebook, Twitter", FactCrescendo,false,0
2020-04-06, two indian politicians rahul gandhi and priyanka gandhi broke lockdown orders and went to meet their friends ,India, Facebook & Twitter, BOOM FactCheck,false,0
2020-04-06, the who has issued a protocol for lockdown extension providing a relaxation period of five days ,India," Facebook, Twitter, WhatsApp", FactCrescendo,false,0
2020-04-06, whatsapp group admins will be arrested if anyone shares any jokeinformation about the coronavirus ,India, Facebook, The Quint,false,0
2020-04-06, a man in italy killed himself after he lost his family to the coronavirus ,India, Facebook, The Quint,false,0
2020-04-06, a video showing a police officer briefing about cases being registered against the whatsapp group admins is shared in the context of coronavirus lockdown ,India, Facebook, FactCrescendo,false,0
2020-04-07, coronavirus can be spread to animals ,Europe, Many social media platforms, Maldita.es,explanatory,0
2020-04-07, coronavirus can be spread between people and animals ,Europe, Many social media platforms, Maldita.es,explanatory,0
2020-04-07, spain will track down to location of mobile phones to control people during the lockdown ,Europe, Many social media platforms, Maldita.es,false,0
2020-04-07, a dutch minister said that giving money to portuguese politicians is like putting a cat in a sardines basket ,Europe, Facebook page, Observador,false,0
2020-04-07, the washington post has published an editorial whose title is either wild capitalism dies or civilization dies ,Europe, WhatsApp, Maldita.es,false,0
2020-04-07, a video by influencer miranda makaroff who says that the brain can control the immune system and heal us ,Europe, Instagram, Maldita.es,false,0
2020-04-07, prince charles of wales has been cured of the coronavirus using homeopathy ,Europe, WhatsApp, Maldita.es,false,0
2020-04-07, president donald trump has announced that the roche medical company will launch a coronavirus vaccine this sunday ,Europe, Facebook, Maldita.es,false,0
2020-04-07, a royal decreelaw approved and published in the official state gazette boe would allow people who regularly do sports to run during the state of alarm ,Europe, WhatsApp, Maldita.es,false,0
2020-04-07, michigan governor violated social distancing order while signing stayathome order ,United States, facebook, LeadStories,false,0
2020-04-07, 2 nurses who were in itu in swansea have died today 3 more still ventilated all from the same unit ,Europe, Twitter, Full Fact,false,0
2020-04-07, a video has been viewed tens of thousands of times on twitter facebook and youtube alongside a claim that it shows the us federal bureau of investigation fbi raiding a synagogue that was used to hoard face masks and other medical equipment ,United States," Fb, Twitter, YouTube", AFP,misleading,0
2020-04-07, posts claim that the speaker of the winsconsin state assembly robin vos wore protective gear that election workers he forced to work do not have ,United States, Facebook posts, PolitiFact,mostly false,0
2020-04-07, steam from boiling oranges kills covid19 ,United States, Facebook, LeadStories,false,0
2020-04-07, coronavirus will be exterminated if lockdowns are lifted ,United States, Facebook, LeadStories,false,0
2020-04-07, the number of deaths from covid19 are exaggerated ,United States, YouTube, LeadStories,false,0
2020-04-07, 5g exposureradiation pollution compromises the structure and function of hemoglobin in cells and worsens covid19 pandemic ,United States," Mike Adams, Natural News", Science Feedback,false,0
2020-04-07, there is a conspiracy by the deep state and china to sweep population control and derail president trump via coronavirus ,United States, youtube, LeadStories,false,0
2020-04-07,a leading model used by the white house to chart the pandemic predicted that the us may need fewer hospital beds and ventilators than previously projected and states may reach their peak of covid19 deaths sooner than expected not every model agrees ,United States,The Washington Post,,true,1
2020-04-07,analysis at least half of covid19 patients on ventilators dont make it ,United States,The Washington Post,,true,1
2020-04-07,there is life beyond covid19 for the great majority of people who have been infected by the coronavirus but the escape from this pathogen is a journey fraught with uncertainties starting with the most basic question am i really over it ,United States,The Washington Post,,true,1
2020-04-07, a post says that barack obama warned africans not to accept european or american vaccines ,Europe, Facebook page, Observador,false,0
2020-04-07, a retired woman died after receiving a fine for violating quarantine in ukraine ,Europe, Media, VoxCheck,false,0
2020-04-07, claim that the polish government is planning to cut on family benefits due to coronavirus ,Europe, Website, Demagog,false,0
2020-04-07, muslim owned restaurants in bengaluru have chefs brainwashed by markaz attendees and are spreading coronavirus by spitting in the food ,India, WhatsApp, Newschecker,misleading,0
2020-04-07, post in lithuanian saying,Europe, Facebook, Delfi Melo Detektorius (Lie Detector),false,0
2020-04-07, a member of tablighi jamaat is roaming naked and misbehaving with hospital staff ,India," Facebook, Twitter", The Quint,false,0
2020-04-07, 70 muslims who attended the tablighi jamaat event in delhi are misbehaving with the staff in belagavi in karnataka ,India, Twitter, The Quint,false,0
2020-04-07, police warn whatsapp group admins regarding punishment on posting fake content hate messages against religious and social groups ,India, Facebook, FactCrescendo,false,0
2020-04-07, the disaster management act in india prohibits posting messages regarding covid19 and would attract punishment to those who dont obey ,India, Facebook, FactCrescendo,false,0
2020-04-07, tamil siddhas mentioned herbal medicine for covid19 ,India, Facebook, FactCrescendo,false,0
2020-04-07, video of bodies being washed ashore being shared as countries dumping their coronavirus bodies into the sea and thus requesting people to avoid sea food ,India, WhatsApp, BOOM FactCheck,misleading,0
2020-04-07,top navy official resigns after insulting warship captain who expressed alarm about services handling of covid19 outbreak on ship ,United States,The Washington Post,,true,1
2020-04-07, france decided to end the quarantine due to its negative effect on the economy ,Europe, Various news sites, Ellinika Hoaxes,false,0
2020-04-07, yaakov litzman the israeli minister for health who recently tested positive for sarscov2 originally said that this disease was divine punishment against homosexuality ,Europe, Various news sites, Ellinika Hoaxes,false,0
2020-04-07, france removes the european union flag in light of the spread of covid19 ,Europe, facebook and twitter, Misbar,false,0
2020-04-07, this video reveals the manipulation behind covid19 pandemics in order to install a dictatorship order ,Europe, Social media/Jean, AFP,false,0
2020-04-07, president emmanuel macron was cheered by a crowd of fake supporters during a visit in pantin france ,Europe, Social media, AFP,false,0
2020-04-07, empty hospital corridors and waiting rooms in toulon france prove that the government is lying on the degree of gravity of coronavirus crisis ,Europe, Many social media platforms, AFP,false,0
2020-04-07, this old poem writen during xixth century prove that the history of pandemia repeats itself among centuries ,Europe, Many social media platforms, AFP,misleading,0
2020-04-07, on social media a graph is reportedly showing a correlation between the use of face masks in four asian countries and significantly fewer coronaviruses cases ,Europe," FB, Twitter", TjekDet.dk,no evidence,0
2020-04-07, coronavirus epidemic is a hoax used to coverup that 5g network is secretly being installed in croatias capital city zagreb ,Europe, Many social media platforms, Faktograf,false,0
2020-04-07, video of the kenyan government using a maasai tribe man to impose social distancing in kenya ,India, Social Media, Factly,false,0
2020-04-07, black body bags being referred to as deaths in new york and the reason a lockdown is essential ,India, All social media platforms, BOOM FactCheck,false,0
2020-04-07, a claim has been shared repeatedly in multiple facebook whatsapp and twitter posts that the indian government has outlawed social media posts about the novel coronavirus pandemic through a piece of national legislation called the disaster management act ,India, Fb, AFP,false,0
2020-04-07, a video has been shared in multiple facebook and twitter posts in april 2020 alongside a claim it shows a temple in india that was turned into a covid19 quarantine centre by the state government ,India," FB, Twitter", AFP,false,0
2020-04-07, a muslim boy is spitting on bread slices to spread coronavirus ,India, Facebook, BOOM FactCheck,false,0
2020-04-07, a woman killed her three children and committed suicide because of the problems she faced amidst the lockdown in india ,India, Facebook, BOOM FactCheck,false,0
2020-04-07, covid19 is a gas this is what happened tonight in the streets of rome thousands of birds lying everywhere ,Europe, facebook and twitter, Misbar,false,0
2020-04-07, the macedonian minister of health boldly tramples on a serious brand like acibadem sistina and deters the citizens to take tests in this hospital ,Europe, infomax.mk, Vistinomer,false,0
2020-04-07,a man feared his longtime girlfriend had covid19 which she didnt they died in a murdersuicide police say ,United States,The Washington Post,,true,1
2020-04-07,coronavirus after an initial low a recent surge in the number of confirmed covid19 cases in japan suggests that their strategy has not paid off ,India,The Hindu,,true,1
2020-04-07,perspective the dismissal of a navy captain over covid19 says more about the navy than donald trump ,United States,The Washington Post,,true,1
2020-04-07,estate of walmart worker who died from covid19 sues for wrongful death ,Europe,Reuters UK,,true,1
2020-04-07,coronavirusoutbreak coronavirusindiaupdate covid19 ,India,NDTV,,true,1
2020-04-07,let us also ensure we follow practices like social distancing which will protect our own lives as well as the lives of others pm modis message on worldhealthday worldhealthday2020 coronavirusindia covid19 ,India,NDTV,,true,1
2020-04-07,44yearold woman tests positive for covid19 in agartala coronavirusoutbreakindia coronaviruspandemic ,India,NDTV,,true,1
2020-04-07,covid19 is ravaging black communities a milwaukee neighborhood is figuring out how to fight back ,United States,The Washington Post,,true,1
2020-04-07,tea stall owner near maharashtra chief ministers home covid19 positive coronavirusoutbreakindia coronavirus ,India,NDTV,,true,1
2020-04-07,on governments covid19 control plan 3 kinds of care centres ndtvnewsbeeps coronavirus coronavirusoutbreak ,India,NDTV,,true,1
2020-04-07,report if tigers develop covid19 symptoms authority to states ,India,NDTV,,true,1
2020-04-07,covid19 trump talks retaliation if india rejects export of key drug ndtvnewsbeeps hydroxychloroquine covid19 ,India,NDTV,,true,1
2020-04-07,covid19 adhere to lockdown norms says discharged madhya pradesh man coronavirusoutbreakindia ,India,NDTV,,true,1
2020-04-07,kerala high court allows man to go out for cat food amid covid19 lockdown ,India,NDTV,,true,1
2020-04-07,new york reports 731 covid19 deaths in 24 hours highest in a day ndtvnewsbeeps coronavirus coronavirusoutbreak ,India,NDTV,,true,1
2020-04-07,tiger with covid19 gets medicines from new yorks bronx zoo keepers ,India,NDTV,,true,1
2020-04-07,largest supermoon of 2020 rises on a world battling covid19 ,Europe,Reuters UK,,true,1
2020-04-07,indiafightscorona maharashtra covid19 cases cross 1000mark state health minister says lockdown unlikely to be lifted stayhome newstoday with live at ,India,IndiaToday,,true,1
2020-04-07,purab kohli reveals he his family had covid19 even after 2 weeks we are still recovering ,India,IndiaToday,,true,1
2020-04-07,covid is already showing his bengal tiger roots with energetic roars ,India,IndiaToday,,true,1
2020-04-07,nadia the tiger is believed to be the first known case of a human infecting an animal and making it sick with covid19 ,India,IndiaToday,,true,1
2020-04-07,hydroxychloroquine is officially approved for treating malaria rheumatoid arthritis and lupus not covid19 ,India,IndiaToday,,true,1
2020-04-07,australias coronavirus victims covid19 related deaths across the country ,Europe,Guardian news,,true,1
2020-04-07,wh smith raises 166m to shore up finances during covid19 crisis ,Europe,Guardian news,,true,1
2020-04-07,air pollution linked to far higher covid19 death rates study finds ,Europe,Guardian news,,true,1
2020-04-07,bame groups hit harder by covid19 than white people uk study suggests ,Europe,Guardian news,,true,1
2020-04-07,trump i have asked us pharma ceos to offer johnson experimental covid19 treatments ,Europe,Guardian news,,true,1
2020-04-07,turkeys covid19 infection rate rising fastest in the world ,Europe,Guardian news,,true,1
2020-04-07,growing evidence suggests covid19 can spread before people show symptoms presymptomatic and from people who have coronavirus but never show symptoms asymptomatic cloth face coverings help prevent spread of covid19 in these situations see qa ,United States,CDC,,true,1
2020-04-07,it is harrowing to see the devastation caused by coronavirus and humbling to witness the resilience of nurses and doctors looks inside an intensive care unit in london as medics treat patients with covid19 ,Europe,BBC News (UK),,true,1
2020-04-07,thousands of people missed off governments high risk list for covid19 despite meeting the criteria ,Europe,BBC News (UK),,true,1
2020-04-07,indiafightscorona the infant was among the 3 covid19 cases reported at mahabubnagar in telangana today ,India,IndiaToday,,true,1
2020-04-07,whos tedros sends best wishes to johnson suffering covid19 ,Europe,Reuters UK,,true,1
2020-04-07,114 coronavirus deaths in india over 4400 cases so far coronavirusoutbreak coronavirusupdates coronavirusindia covid19 ,India,NDTV,,true,1
2020-04-07,global health fund calls for 8 billion to begin covid19 exit strategy ,Europe,Reuters UK,,true,1
2020-04-07,opinion closed houses of worship and lonely seders arent a surrender to covid19 ,United States,The Washington Post,,true,1
2020-04-07,dc council freezes rent hikes but omits undocumented immigrants from covid19 relief bill ,United States,The Washington Post,,true,1
2020-04-07,the hospitals are eerily quiet except for covid19 a doctor writes we are all asking where are all the patients with heart attacks and stroke they are missing from our hospitals ,United States,The New York Times,,true,1
2020-04-07,many people working in the hospitals doctors nurses so many of us are parents across the us workers who are responding to the coronavirus pandemic are fighting to retain custody of their children amid fears of covid19 ,United States,The New York Times,,true,1
2020-04-07,pm johnson in intensive care needed oxygen after covid19 symptoms worsened ,Europe,Reuters UK,,true,1
2020-04-07, the who advises against consuming bakery products ,India, Facebook, Vishvas News,false,0
2020-04-07,areas with even slightly higher air pollution levels will likely have far higher covid19 death rates a us study found ,United States,The New York Times,,true,1
2020-04-07,eight covid19 patients died and 354 news cases were reported in the past 24 hours taking the total number of covid19 infected people in the country to 4421 the union health ministry said on tuesday ,India,The Hindu,,true,1
2020-04-07,in opinion the covid19 pandemic has created the conditions for a rise in child abuse that could go unchecked writes nina agrawal ,United States,The New York Times,,true,1
2020-04-07, the who advises against consuming bakery products ,India, Facebook, Vishvas News,false,0
2020-04-07,coronavirus according to whos april 7 update globally 67767 have died and over twelve lakh people tested positive for covid19 click on the link below for live covid19 updates ,India,The Hindu,,true,1
2020-04-08, video of a tablighi jamaat member roaming naked and creating ruckus in the isolation ward ,India, Social Media, Factly,false,0
2020-04-08, harvard professor arrested for having ties with creating the coronavirus and leaking it ,India, Facebookk, BOOM FactCheck,false,0
2020-04-08, official data show that there were more deaths in italy in 2019 than in 2020 ,Europe, Websites and Social, Open,false,0
2020-04-08, an image shared via whatsapp states that covid19 can be prevented by washing your mouth with hot water and salt or hot water and vinegar ,Europe, Whatsapp user, Facta,false,0
2020-04-08, in the midst of the coronavirus crisis prime minister mette frederiksen has received a salary increase ,Europe, Several netmedia, TjekDet.dk,misleading,0
2020-04-08, can asymptomatic people with coronavirus spread the virus ,Europe, Social media, Maldita.es,explanatory,0
2020-04-08, relationship between breastfeeding with covid19 and the risk of transmitting the coronavirus to the baby ,Europe, Many social media platforms, Maldita.es,explanatory,0
2020-04-08, mms essential oils are cures for the coronavirus ,Europe, Many social media platforms, Maldita.es,false,0
2020-04-08, germany austria and switzerland markets chlorine dioxide ,Europe, WhatsApp, Newtral.es,false,0
2020-04-08, ngeles blanco tv host thanks god because the situation is getting worse in germany because of covid19 ,Europe, Twitter, Newtral.es,false,0
2020-04-08, leire pajn former minister of health advises the government on the coronavirus technical committee ,Europe, Twitter, Newtral.es,false,0
2020-04-08, the army and the police in spain are carrying out a massive campaign of arrests in the streets for the elderly the army arrests anyone over the age of fifty and puts them in quarantine ,Europe, facebook and twitter, Misbar,false,0
2020-04-08, a video shows a fortune teller predicting the coronavirus pandemic in december on spanish tv ,Europe, Facebook user, Observador,false,0
2020-04-08, everyone in israel drinks a cup of hot water with lemon and a little soda every night it has been proven to kill the virus ,Europe, facebook, Delfi Melo Detektorius (Lie Detector),false,0
2020-04-08, in the wake of coronavirus outbreak the ministry of tourism has issued an order for the closure of hotels restaurants and resorts in the country till 15 october 2020 ,India, Social Media, Factly,false,0
2020-04-08, some countries are throwing away bodies of coronavirus patients into the sea ,India, Twitter, The Quint,false,0
2020-04-08, danish politician quoted for saying the coronavirus epidemic is caused by refugees ,Europe, Facebook user, TjekDet.dk,false,0
2020-04-08, one article of le parisien french journal published in 2013 reveals that covid19 was created by chinese scientists ,Europe, Social media, AFP,false,0
2020-04-08, in a video a paramedic claims the risk to get covid19 increases when you wear a face mask ,Europe, Youtube, Correctiv,mostly false,0
2020-04-08, a pandemic risk analysis of the german government from 2012 disappeared from the archive of the parliament ,Europe, Compact TV, Correctiv,mostly false,0
2020-04-08, the coronavirus is only as dangerous as a flu the diseases have the same death rate air pollution and bad hygienic conditions in italian hospitals hospital germs are responsible for the many death cases and only 5 of the whole population is endangered by covid19 ,Europe, Dr. Hockertz, Correctiv,partly false,0
2020-04-08, australian researchers developed a drug that can neutralize sarscov2 in 48 hours ,Europe, Various news sites, Ellinika Hoaxes,misleading,0
2020-04-08, in karnataka all hindus have decided to boycott muslims because of their antinational activities ,India, WhatsApp, The Quint,misleading,0
2020-04-08, fbi has arrested a us professor who has manufactured and sold coronavirus to wuhan ,India, Facebook, The Quint,false,0
2020-04-08, american citizens have placed a nude statue of president donald trump in new york city because he failed to handle the coronavirus situation in usa ,India," Facebook, WhatsApp", FactCrescendo,false,0
2020-04-08, all social media group admins are requested to close their groups for two days ,India," Facebook, Twitter, WhatsApp", FactCrescendo,false,0
2020-04-08, a video shows a man spitting into a bottle of tea and placing it back on a supermarket rack in an attempt to spread the coronavirus infection ,India, WhatsApp, FactCrescendo,false,0
2020-04-08, indian government deploying the army in telangana to curb the coronavirus situation ,India," Facebook, WhatsApp", FactCrescendo,false,0
2020-04-08, indian singer kanika kapoor was treated in mumbai wockhardt hospital for covid19 the hospital was shut down as staff got infected ,India, Facebook, FactCrescendo,false,0
2020-04-08, the who issued protocol for a covid19 curfew ,India, Facebook, FactCrescendo,false,0
2020-04-08, video of a man belonging to tabligi jamaat stripped naked and vandalizing the hospital where hes put under quarantine ,India, Facebook, FactCrescendo,false,0
2020-04-08, german doctor claims half of covid19 tests shows false positive results ,Europe, YouTube video, Faktograf,false,0
2020-04-08, muslim league bangladesh party leaders son janab muhammed abdul alam donates 800 cr to ch charitable trust works under muslim league ,India, Facebook, FactCrescendo,false,0
2020-04-08,north korea testing quarantining for covid19 still says no cases who representative ,Europe,Reuters UK,,true,1
2020-04-08,its a racial justice issue black americans are dying in greater numbers from covid19 ,Europe,Guardian news,,true,1
2020-04-08,miss england bhasha mukherjee resumes work as doctor amid covid19 crisis ,India,NDTV,,true,1
2020-04-08,name of hope tiger in mexico zoo named covid ,India,NDTV,,true,1
2020-04-08,twitter cofounder jack dorsey pledges 1 billion towards covid19 relief fund ,India,NDTV,,true,1
2020-04-08,coronaviruscrisis uttarpradesh finance minister on how the state is preparing to fight against covid19 listen in indiafightscorona 6pmprime with ,India,IndiaToday,,true,1
2020-04-08,coronavirusoutbreak indian air force is fully prepared ready to meet all eventualities when it comes to covid19 says air vice marshal surat singh watch indiafirst with live ,India,IndiaToday,,true,1
2020-04-08,hcq sanjeevani for covid war listen in to what dr sudhir bhandari principal sms medical college has to say newstrack live ,India,IndiaToday,,true,1
2020-04-08,coronaviruscrisis covid19 cases surge in delhi take a look at the situation in the national capital indiafightscorona infocorona with live at ,India,IndiaToday,,true,1
2020-04-08,delhi reports 93 new covid19 cases tally rises to 669 indiafightscorona coronaviruscrisis coronavirus live news updates ,India,IndiaToday,,true,1
2020-04-08,a coronavirus survivor recounted his horror story after he tested positive for covid19 mumbai indiafightscorona coronaviruscrisis covid19 ,India,IndiaToday,,true,1
2020-04-08,bjp attacks mamata on bengal covid19 numbers coronaviruscrisis covid19 politics ,India,IndiaToday,,true,1
2020-04-08,the union government on tuesday dropped hints that it is actively considering extending the covid19 lockdown ,India,IndiaToday,,true,1
2020-04-08,british prime minister boris johnson was in a stable condition after receiving oxygen support for covid19 complications coronaviruscrisis covid19 world ,India,IndiaToday,,true,1
2020-04-08,pregnant in the times of covid19 watch ttp with itlivestream ,India,IndiaToday,,true,1
2020-04-08,wellcome trust urges firms to donate 6bn for covid19 research ,Europe,Guardian news,,true,1
2020-04-08,covid19 to wipe out equivalent of 195m jobs says un agency ,Europe,Guardian news,,true,1
2020-04-08,critic who called xi a clown over covid19 crisis investigated for serious violations ,Europe,Guardian news,,true,1
2020-04-08,eu trades barbs with top scientist forced out in covid19 row ,Europe,Guardian news,,true,1
2020-04-08,lockdowns cant end until covid19 vaccine found study says coronavirus outbreak the guardian ,Europe,Guardian news,,true,1
2020-04-08,robots replace students at japan graduation ceremony amid covid19 outbreak video ,Europe,Guardian news,,true,1
2020-04-08,its national public health week there has never been a more fitting time to acknowledge the work of public health and healthcare professionals than during the covid19 pandemic the nations health is public health nphw ,United States,CDC,,true,1
2020-04-08,ask cdc how long does covid19 last on surfaces and in the air dr john brooks cdcs chief medical officer for the covid19 emergency response provides an answer ,United States,CDC,,true,1
2020-04-08,ola uber to be used for noncovid19 emergencies karnataka government ,India,NDTV,,true,1
2020-04-08,un report says about 400 million indian workers may sink into poverty covid coronavirus coronavirusoutbreak coronaviruspandemic ,India,NDTV,,true,1
2020-04-08,health ministry technology being used to monitor covid clusters itvideo coronavirusoutbreak ,India,IndiaToday,,true,1
2020-04-08,coronavirus india sees biggest jump in covid19 deaths cases in 24 hours 10 points ndtvnewsbeeps coronavirusoutbreak lockdown ,India,NDTV,,true,1
2020-04-08,update parts of 15 up districts most affected by covid19 to be sealed till april 15 coronavirusoutbreak coronaviruslockdown,India,NDTV,,true,1
2020-04-08,johnson improving as he fights covid19 in intensive care ,Europe,Reuters UK,,true,1
2020-04-08,obesity is major covid19 risk factor says french chief epidemiologist ,Europe,Reuters UK,,true,1
2020-04-08,ethiopia declares state of emergency to curb spread of covid19 ,Europe,Reuters UK,,true,1
2020-04-08,largest supermoon of 2020 rises on a world battling covid19 ,Europe,Reuters UK,,true,1
2020-04-08,pm johnson stable after second night in intensive care battling covid19 ,Europe,Reuters UK,,true,1
2020-04-08,boris johnson spent a second night in intensive care and was in a stable condition after receiving oxygen support for covid19 complications while his foreign minister directs the countrys battle against the coronavirus outbreak ,Europe,Reuters UK,,true,1
2020-04-08,in mangum oklahoma a town of 6000 3 people have died from the virus and 26 residents tested positive for covid19 one of the highest infection rates in rural america the city now has an emergency shelterinplace order and curfew just like larger cities around the us ,United States,The New York Times,,true,1
2020-04-08,coronavirus parts of 15 uttar pradesh districts most affected by covid19 to be sealed till april 15 ,India,NDTV,,true,1
2020-04-09, an indian doctor who had gone to collect coronavirus samples in uttar pradesh was stoned to death ,India, All major social media platforms, BOOM FactCheck,false,0
2020-04-09, drcharles lieber chair of harvard universitys chemistry and chemical biology department was arrested for manufacturing and selling the coronavirus to china ,India, Facebook, FactCrescendo,false,0
2020-04-09, in new interview to fox president trump suggests india could have early access to covid19 vaccines being developed in us since pm modi accepted request on hcq ,India, Journalist Rahul Kanwal, Newschecker,false,0
2020-04-09, a facebook user shared a video that shows dead bodies being washed ashore at some unidentified beach ,India, Twitter, Newschecker,false,0
2020-04-09, a vital video depicts angry citizens in the city of wuhan where the outbreak of sarscov2 began bringing down a 5g tower due to its connection with the increased deaths from the covid19 pandemic ,Europe, Various news sites, Ellinika Hoaxes,false,0
2020-04-09, the new coronavirus ph varies from 55 to 85 to defeat it we need to consume more alkaline food ,India," Twitter, WhatsApp", FactCrescendo,false,0
2020-04-09, indian government will reduce employees pension by 30 and terminate pensions offered to those who are above 80 as a way to divert funds towards managing health services and tackling the adverse impact of the new coronavirus pandemic ,India," Facebook, WhatsApp", FactCrescendo,false,0
2020-04-09, researchers developed a drug that can cure covid19 in 3 days ,Europe, Various news sites, Ellinika Hoaxes,false,0
2020-04-09, venko filipce the minister of health in north macedonia said on a tv show that all the new coronavirus patients in the country have a mild clinical picture ,Europe, kurir.mk, Vistinomer,misleading,0
2020-04-09, a video by a russia blogger who claims that a spanish hospital he is recording is empty and that the information on the spread of the coronavirus is exaggerated ,Europe," Youtube, Facebook", Myth Detector,false,0
2020-04-09, video of dead bodies of covid19 infected persons washed ashore as they were thrown in to the seas by some countries ,India, Social Media, Factly,false,0
2020-04-09, a screenshot of an article about the link between coronavirus and 5g which dutch news medium de telegraaf alledgedly published and deleted ,Europe," Conspiracy website Niburu (deleted now, visible in cache)", Nieuwscheckers,false,0
2020-04-09, dr li wenliang the chinese whistleblower doctor has proposed that drinking tea can cure covid19 ,India, Social Media, Factly,false,0
2020-04-09, an italian gathering chants long live egypt after the egyptian government provided medical aid to italy ,Europe, Youtube, Misbar,false,0
2020-04-09, boy washing apples in a sewer claimed to be from india and is linked to the coronavirus ,India, WhatsApp, BOOM FactCheck,false,0
2020-04-09, boris johnson shopping in england in the time of coronavirus ,India, Facebook, Vishvas News,false,0
2020-04-09, french astrologer nostradamus had predicted in 1551 that there would be an outbreak of coronavirus in china in 2020 ,India, Social Media, Factly,false,0
2020-04-09, a tablighi jamaat member kept in uttar pradeshs a state in india isolation ward is running naked and creating chaos ,India," Twitter, Facebook & WhatsApp", BOOM FactCheck,false,0
2020-04-09, a doctor who went to uttar pradesh a state in india to screen patients for coronavirus was attacked with stones by muslims she succumbed to her injuries ,India, Facebook & Twitter, BOOM FactCheck,false,0
2020-04-09, a photo of a woman lying in a hospital bed with medical equipment attached to her body has been shared hundreds of times on facebook and twitter alongside claims that the woman was a doctor who died after being beaten by a muslim mob while trying to administer novel coronavirus tests ,India, FB, AFP,false,0
2020-04-09, image of dr vandana tiwari who died after an attack by muslims in uttar pradesh when she went to screen them for covid19 ,India, Social Media, Factly,false,0
2020-04-09, image of covid19 infected persons throat ,India, Social Media, Factly,false,0
2020-04-09, ratan tata has said that human motivation and determined efforts will make experts predictions go wrong regarding the fall of the indian economy during the covid19 crisis ,India, Social Media, Factly,false,0
2020-04-09, video of birds flocking together on chandigarhs kalka road india during the lockdown ,India, Social Media, Factly,false,0
2020-04-09, croatian pm plenkovi opening borders to migrants in the shadow of the coronavirus crisis ,Europe, Media publication, Faktograf,false,0
2020-04-09, the poem and the people stayed at home is over a century old and was inspired by the spanish flu pandemic ,Europe," Facebook, natural medicine website", Nieuwscheckers,false,0
2020-04-09,us newspapers face extinctionlevel crisis as covid19 hits hard ,Europe,Guardian news,,true,1
2020-04-09,while out working frazzetta called his mother she had a fever that was going up and down she said he heard her cough soon his mother was diagnosed with covid19 and hospitalized,United States,The New York Times,,true,1
